AGI	WT-1_count	WT-2_count	#5-1_count	#5-2_count	WT-1_FPKM	WT-2_FPKM	#5-1_FPKM	#5-2_FPKM	WT_mean-FPKM	#5_mean-FPKM	log2 (FC)	P Value	FDR	Name	Annotation
AT5G61540	73	93	77	102	2.267	2.801	2.129	2.929	2.534	2.529	-0.002849487	0.544251451	0.933598207	AT5G61540	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
AT5G61550	1	3	13	3	0.018	0.05	0.194	0.046	0.034	0.12	1.819427754	0.288482505	0.75344575	AT5G61550	U-box domain-containing protein kinase family protein
AT5G61560	207	265	318	203	3.404	4.143	4.747	3.122	3.7735	3.9345	0.060277034	0.521546659	0.920434814	AT5G61560	U-box domain-containing protein kinase family protein
AT5G61570	47	70	77	116	1.235	1.798	1.828	2.964	1.5165	2.396	0.65988241	0.35312829	0.817551477	AT5G61570	Protein kinase superfamily protein
AT5G61580	619	717	764	814	14.934	16.359	16.718	17.977	15.6465	17.3475	0.148887793	0.573782806	0.937305832	PFK4	phosphofructokinase 4
AT5G61590	601	1290	1230	1958	22.956	46.812	41.941	68.349	34.884	55.145	0.660664605	0.19476443	0.627875047	AT5G61590	Integrase-type DNA-binding superfamily protein
AT5G61600	2310	3703	3464	6425	79.784	121.508	106.807	202.807	100.646	154.807	0.621180872	0.195198103	0.628312519	ERF104	ethylene response factor 104
AT5G61605	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61605	EMBRYO SURROUNDING FACTOR-like protein
AT5G61610	14	27	20	21	0.618	1.132	0.788	0.847	0.875	0.8175	-0.098064286	0.646021707	0.958433792	AT5G61610	Oleosin family protein
AT5G61620	0	1	0	0	0	0.045	0	0	0.0225	0.001	-4.491853096	0.724144815	0.958433792	AT5G61620	myb-like transcription factor family protein
AT5G61630	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61630	uncharacterized protein
AT5G61640	138	86	133	123	6.967	4.095	5.877	5.627	5.531	5.752	0.056523334	0.668796998	0.958433792	PMSR1	peptidemethionine sulfoxide reductase 1
AT5G61650	0	4	0	11	0	0.1	0	0.289	0.05	0.1445	1.531069493	0.629050259	0.958433792	CYCP4%3B2	CYCLIN P4%3B2
AT5G61660	151	223	304	323	5.603	7.87	10.069	10.945	6.7365	10.507	0.641279676	0.110867487	0.462097281	AT5G61660	glycine-rich protein
AT5G61670	2039	1866	1437	1354	53.619	46.662	33.757	32.494	50.1405	33.1255	-0.598034152	0.000000794	0.0000445	AT5G61670	orange protein
AT5G61680	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61680	Pectin lyase-like superfamily protein
AT5G61690	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	ABCA11	ABC2 homolog 15
AT5G61700	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	ABCA12	ABC2 homolog 16
AT5G61710	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61710	cotton fiber protein
AT5G61720	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61720	hypothetical protein (DUF1216)
AT5G61730	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	ABCA9	ABC2 homolog 11
AT5G61740	8	12	12	17	0.163	0.214	0.219	0.282	0.1885	0.2505	0.41024608	0.814226886	0.966194613	ABCA10	ABC2 homolog 14
AT5G61750	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61750	RmlC-like cupins superfamily protein
AT5G61760	155	157	260	203	5.781	5.547	8.686	6.892	5.664	7.789	0.459616853	0.400733634	0.855028667	IPK2BETA	inositol polyphosphate kinase 2 beta
AT5G61770	175	251	393	379	6.16	8.321	12.332	12.269	7.2405	12.3005	0.764555728	0.029814833	0.200556086	PPAN	PETER PAN-like protein
AT5G61780	1723	1841	2259	2249	22.916	23.263	26.822	27.337	23.0895	27.0795	0.229964169	0.996426935	0.998924785	Tudor2	TUDOR-SN protein 2
AT5G61790	3367	3516	5336	5129	74.028	73.442	104.733	103.06	73.735	103.8965	0.494725559	0.045880171	0.268193189	CNX1	calnexin 1
AT5G61800	18	16	46	44	0.53	0.448	1.209	1.184	0.489	1.1965	1.290914027	0.066600514	0.339367075	AT5G61800	Pentatricopeptide repeat (PPR) superfamily protein
AT5G61810	451	379	533	459	11.067	8.836	11.676	10.294	9.9515	10.985	0.142548964	0.697370028	0.958433792	APC1	Mitochondrial substrate carrier family protein
AT5G61820	2679	1953	1485	1404	65.883	45.75	32.652	31.639	55.8165	32.1455	-0.796074871	0.00000415	0.000180783	AT5G61820	stress up-regulated Nod 19 protein
AT5G61830	151	178	220	252	6.297	7.044	8.485	9.736	6.6705	9.1105	0.449735328	0.468444146	0.899120996	AT5G61830	NAD(P)-binding Rossmann-fold superfamily protein
AT5G61840	365	440	497	468	9.334	10.69	11.346	10.938	10.012	11.142	0.154278025	0.70497152	0.958433792	GUT1	Exostosin family protein
AT5G61850	0	0	3	3	0	0	0.102	0.104	0.001	0.103	6.686500527	0.22492889	0.673364173	LFY	floral meristem identity control protein LEAFY (LFY)
AT5G61865	23	25	21	20	0.63	0.651	0.514	0.501	0.6405	0.5075	-0.335790748	0.375018533	0.836937597	AT5G61865	uncharacterized protein
AT5G61880	83	84	170	172	4.596	4.444	8.511	9.039	4.52	8.775	0.957076353	0.020869957	0.156710473	AT5G61880	Protein Transporter, Pam16
AT5G61890	11	19	10	8	0.418	0.687	0.34	0.278	0.5525	0.309	-0.838367626	0.228722785	0.678504285	AT5G61890	Integrase-type DNA-binding superfamily protein
AT5G61900	738	704	1035	542	17.055	15.468	21.373	11.444	16.2615	16.4085	0.012983018	0.480008763	0.905224455	BON1	Calcium-dependent phospholipid-binding Copine family protein
AT5G61910	341	386	536	524	4.992	5.948	7.676	7.649	5.47	7.6625	0.486274336	0.271294948	0.733755401	AT5G61910	DCD (Development and Cell Death) domain protein
AT5G61920	48	46	72	83	2.043	1.623	2.596	3.456	1.833	3.026	0.723205202	0.354430611	0.817686297	AT5G61920	FLX-like protein
AT5G61930	87	75	123	129	1.857	1.732	2.449	2.617	1.7945	2.533	0.497265154	0.382408089	0.843312001	APO3	APO RNA-binding protein (DUF794)
AT5G61940	33	45	147	143	0.432	0.563	1.721	1.713	0.4975	1.717	1.787121609	0.0000225	0.000738718	AT5G61940	Ubiquitin carboxyl-terminal hydrolase-related protein
AT5G61950	62	67	157	201	0.721	0.738	1.629	2.136	0.7295	1.8825	1.367669982	0.000612502	0.010786869	AT5G61950	Ubiquitin carboxyl-terminal hydrolase-related protein
AT5G61960	1444	1236	1704	1524	19.603	16.067	20.488	18.889	17.835	19.6885	0.142641986	0.683013481	0.958433792	ML1	MEI2-like protein 1
AT5G61970	611	717	856	899	12.613	14.062	15.775	16.96	13.3375	16.3675	0.295345708	0.691215144	0.958433792	AT5G61970	signal recognition particle-related / SRP-like protein
AT5G61980	76	56	72	64	0.979	0.689	0.828	0.763	0.834	0.7955	-0.068185453	0.465661736	0.897319165	AGD1	ARF-GAP domain 1
AT5G61990	180	224	273	241	2.465	2.908	3.334	3.003	2.6865	3.1685	0.238072177	0.957392585	0.990840666	AT5G61990	Pentatricopeptide repeat (PPR) superfamily protein
AT5G61997	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G61997	uncharacterized protein
AT5G62000	5653	5011	5446	5373	74.397	62.669	63.77	64.373	68.533	64.0715	-0.097116075	0.047545067	0.274057611	ARF2	auxin response factor 2
AT5G62020	762	694	503	567	20.842	18.034	12.282	14.173	19.438	13.2275	-0.555339368	0.0000707	0.001839161	HSFB2A	heat shock transcription factor B2A
AT5G62030	325	394	420	480	6.85	7.89	7.903	9.247	7.37	8.575	0.218472052	0.959924384	0.991000417	AT5G62030	diphthamide synthesis DPH2 family protein
AT5G62040	17	11	16	10	1.273	0.82	1.108	0.706	1.0465	0.907	-0.206397856	0.590751292	0.943912133	BFT	PEBP (phosphatidylethanolamine-binding protein) family protein
AT5G62050	443	459	768	745	10.517	10.339	16.261	16.151	10.428	16.206	0.636065558	0.020656719	0.155600217	OXA1	inner membrane OXA1-like protein
AT5G62060	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62060	F-box and associated interaction domains-containing protein
AT5G62065	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62065	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G62070	696	523	706	474	20.298	14.491	18.381	12.634	17.3945	15.5075	-0.165665085	0.156242344	0.560823454	IQD23	IQ-domain 23
AT5G62080	1	2	1	5	0.069	0.13	0.061	0.314	0.0995	0.1875	0.914122165	0.740407098	0.96166008	AT5G62080	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
AT5G62090	1244	902	870	744	19.516	13.483	12.219	10.758	16.4995	11.4885	-0.522231861	0.00163318	0.023254525	SLK2	SEUSS-like 2
AT5G62100	267	229	155	233	9.392	7.834	4.954	7.881	8.613	6.4175	-0.42450444	0.022753743	0.166542463	BAG2	BCL-2-associated athanogene 2
AT5G62110	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62110	Homeodomain-like superfamily protein
AT5G62120	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	RR23	response regulator 23
AT5G62130	364	196	158	122	9.037	4.584	3.483	2.789	6.8105	3.136	-1.11883516	0.000358882	0.006959183	AT5G62130	Per1-like family protein
AT5G62140	516	514	455	485	20.629	19.522	16.239	17.72	20.0755	16.9795	-0.241641944	0.012610694	0.108616801	AT5G62140	ATP-dependent Clp protease ATP-binding subunit
AT5G62150	6	5	13	8	0.418	0.331	0.808	0.509	0.3745	0.6585	0.814217722	0.588937096	0.943114665	AT5G62150	peptidoglycan-binding LysM domain-containing protein
AT5G62160	2	0	11	2	0.057	0	0.282	0.053	0.0285	0.1675	2.555127271	0.25497818	0.714450217	ZIP12	zinc transporter 12 precursor
AT5G62165	1	0	1	0	0.05	0	0.039	0	0.025	0.0195	-0.358453971	0.93267587	0.986425089	AGL42	AGAMOUS-like 42
AT5G62170	110	91	87	95	2.108	1.651	1.492	1.612	1.8795	1.552	-0.276220358	0.162992218	0.573952556	TRM25	LOW protein: M-phase inducer phosphatase-like protein
AT5G62180	61	54	93	61	2.155	1.812	2.933	1.969	1.9835	2.451	0.305322087	0.858143204	0.975442298	CXE20	carboxyesterase 20
AT5G62190	1103	1362	2803	2642	21.554	25.286	48.899	47.184	23.42	48.0415	1.036540121	0.000000133	0.00000966	PRH75	DEAD box RNA helicase (PRH75)
AT5G62200	328	273	553	539	13.015	10.292	19.589	19.547	11.6535	19.568	0.747732991	0.022027538	0.162767997	AT5G62200	Embryo-specific protein 3, (ATS3)
AT5G62210	251	171	149	170	9.766	6.321	5.175	6.045	8.0435	5.61	-0.519822633	0.019728757	0.150727446	AT5G62210	Embryo-specific protein 3, (ATS3)
AT5G62220	925	675	676	702	20.952	14.525	13.669	14.532	17.7385	14.1005	-0.331137697	0.017909612	0.140675057	GT18	glycosyltransferase 18
AT5G62230	110	104	167	108	1.505	1.352	2.039	1.35	1.4285	1.6945	0.246358601	0.956630447	0.990614175	ERL1	ERECTA-like 1
AT5G62240	1	5	8	3	0.031	0.149	0.224	0.086	0.09	0.155	0.784271309	0.721087726	0.958433792	AT5G62240	Cell cycle regulated microtubule associated protein
AT5G62250	4	1	2	0	0.098	0.023	0.042	0	0.0605	0.021	-1.526545814	0.488041433	0.909056178	MAP65-9	microtubule-associated protein 65-9
AT5G62260	15	18	41	24	0.391	0.446	0.955	0.568	0.4185	0.7615	0.863616414	0.336988342	0.801686624	AT5G62260	AT hook motif DNA-binding family protein
AT5G62270	457	534	831	823	12.368	13.552	19.948	20.321	12.96	20.1345	0.635603928	0.019202966	0.147634339	GCD1	ribosomal protein L20
AT5G62280	337	468	310	448	12.475	16.459	10.244	15.156	14.467	12.7	-0.187937286	0.121173416	0.484852504	AT5G62280	DUF1442 family protein (DUF1442)
AT5G62290	137	156	350	312	5.292	6.134	12.069	11.446	5.713	11.7575	1.041260897	0.000496773	0.009113956	AT5G62290	nucleotide-sensitive chloride conductance regulator (ICln) family protein
AT5G62300	1918	1950	2940	2570	118.554	114.253	163.77	145.515	116.4035	154.6425	0.409802428	0.271090151	0.733696354	AT5G62300	Ribosomal protein S10p/S20e family protein
AT5G62310	0	3	5	7	0	0.034	0.053	0.076	0.017	0.0645	1.923764414	0.358273119	0.821878275	IRE	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein
AT5G62320	0	2	1	0	0	0.086	0.041	0	0.043	0.0205	-1.06871275	0.744784723	0.96166008	MYB99	myb domain protein 99
AT5G62330	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62330	uncharacterized protein
AT5G62340	0	0	3	12	0	0	0.138	0.563	0.001	0.3505	8.453270634	0.031929075	0.210635635	AT5G62340	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT5G62350	4283	4829	6020	6194	166.51	178.359	208.932	220.074	172.4345	214.503	0.314949373	0.506971543	0.91575461	AT5G62350	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT5G62360	251	762	2231	2616	12.478	35.99	99.014	118.856	24.234	108.935	2.168363099	0.004434843	0.050029235	AT5G62360	Plant invertase/pectin methylesterase inhibitor superfamily protein
AT5G62370	44	64	126	176	0.654	0.903	1.671	2.39	0.7785	2.0305	1.383066083	0.002505307	0.032301609	AT5G62370	Tetratricopeptide repeat (TPR)-like superfamily protein
AT5G62380	20	15	16	19	0.792	0.575	0.505	0.597	0.6835	0.551	-0.310889019	0.636199741	0.958433792	NAC101	NAC-domain protein 101
AT5G62390	2389	2756	2887	2806	56.907	62.37	61.392	61.086	59.6385	61.239	0.038206753	0.165150287	0.577991186	BAG7	BCL-2-associated athanogene 7
AT5G62400	1	0	0	0	0.068	0	0	0	0.034	0.001	-5.087462841	0.713849304	0.958433792	AT5G62400	uncharacterized protein
AT5G62410	295	376	394	453	3.499	4.237	4.172	4.91	3.868	4.541	0.231422242	0.988550432	0.997528925	SMC2	structural maintenance of chromosomes 2
AT5G62420	3	10	6	6	0.118	0.374	0.211	0.216	0.246	0.2135	-0.204422246	0.731857272	0.959561264	AT5G62420	NAD(P)-linked oxidoreductase superfamily protein
AT5G62430	507	321	193	206	17.057	10.26	5.796	6.334	13.6585	6.065	-1.171219503	0.00000554	0.000232078	CDF1	cycling DOF factor 1
AT5G62440	340	352	499	462	12.904	12.693	16.907	16.025	12.7985	16.466	0.363515397	0.493487063	0.912502585	AT5G62440	EMB514 (DUF3223)
AT5G62460	814	694	852	661	25.905	21.067	24.181	19.327	23.486	21.754	-0.110520323	0.127392055	0.499581319	AT5G62460	RING/FYVE/PHD zinc finger superfamily protein
AT5G62470	3741	3700	3761	3076	100.544	94.475	90.238	75.554	97.5095	82.896	-0.234240294	0.00566277	0.060196126	MYB96	myb domain protein 96
AT5G62480	18	5	15	23	0.838	0.221	0.685	1.032	0.5295	0.8585	0.69718745	0.703681658	0.958433792	GSTU9	glutathione S-transferase tau 9
AT5G62490	5	0	0	0	0.288	0	0	0	0.144	0.001	-7.169925001	0.260477505	0.721406056	HVA22B	HVA22 homologue B
AT5G62500	136	110	155	134	4.426	3.401	4.504	3.986	3.9135	4.245	0.117305109	0.720425517	0.958433792	EB1B	end binding protein 1B
AT5G62510	0	1	0	0	0	0.036	0	0	0.018	0.001	-4.169925001	0.724144815	0.958433792	AT5G62510	F-box family protein
AT5G62520	792	446	613	260	22.342	11.952	15.434	6.714	17.147	11.074	-0.630779761	0.235868609	0.688358114	SRO5	uncharacterized protein
AT5G62530	1083	980	1351	1162	20.073	17.256	22.355	19.673	18.6645	21.014	0.171053943	0.750784821	0.963721856	ALDH12A1	aldehyde dehydrogenase 12A1
AT5G62540	421	421	474	484	23.03	21.879	23.147	24.197	22.4545	23.672	0.076177004	0.421100019	0.868477733	UBC3	ubiquitin-conjugating enzyme 3
AT5G62550	208	302	325	376	5.35	7.38	7.463	8.839	6.365	8.151	0.356816552	0.606991959	0.952325385	AT5G62550	microtubule-associated futsch-like protein
AT5G62560	500	587	625	509	11.095	12.375	12.381	10.322	11.735	11.3515	-0.047934892	0.169452073	0.585846004	AT5G62560	RING/U-box superfamily protein with ARM repeat domain-containing protein
AT5G62570	1990	1612	2312	1357	41.231	31.622	42.611	25.479	36.4265	34.045	-0.097545449	0.244980633	0.701521702	AT5G62570	Calmodulin binding protein-like protein
AT5G62573	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62573	uncharacterized protein
AT5G62575	186	155	220	180	13.238	10.955	14.077	12.004	12.0965	13.0405	0.108409508	0.689188459	0.958433792	SDH7	succinate dehydrogenase subunit
AT5G62580	353	363	397	405	6.602	6.45	6.629	6.923	6.526	6.776	0.054234887	0.375906587	0.837743374	AT5G62580	ARM repeat superfamily protein
AT5G62600	365	376	508	431	4.792	4.69	5.954	5.172	4.741	5.563	0.230671713	0.992443857	0.998149295	MOS14	ARM repeat superfamily protein
AT5G62610	510	473	545	556	17.134	15.097	16.345	17.071	16.1155	16.708	0.052090098	0.358338219	0.821878275	AT5G62610	basic helix-loop-helix (bHLH) DNA-binding superfamily protein
AT5G62620	218	317	399	286	3.814	5.273	6.235	4.576	4.5435	5.4055	0.250623992	0.923832806	0.986425089	AT5G62620	Galactosyltransferase family protein
AT5G62623	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62623	Putative membrane lipoprotein
AT5G62627	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62627	Putative membrane lipoprotein
AT5G62630	598	846	1189	1028	11.526	15.492	20.459	18.108	13.509	19.2835	0.513446044	0.156571984	0.561398541	HIPL2	hipl2 protein precursor
AT5G62640	609	806	1015	1099	14.729	18.096	21.973	24.062	16.4125	23.0175	0.487936135	0.180648568	0.603848445	ELF5	proline-rich family protein
AT5G62650	461	591	620	568	11.347	13.821	13.624	12.778	12.584	13.201	0.069056645	0.414217262	0.864026006	AT5G62650	Tic22-like family protein
AT5G62660	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62660	F-box and associated interaction domains-containing protein
AT5G62670	1987	1813	1605	1480	28.948	25.093	20.874	19.705	27.0205	20.2895	-0.413321058	0.000144412	0.003313197	HA11	H[+]-ATPase 11
AT5G62680	537	549	896	871	10.815	10.505	16.11	16.032	10.66	16.071	0.592252264	0.032823146	0.21409811	GTR2	Major facilitator superfamily protein
AT5G62690	4726	5043	6280	6300	117.654	119.281	139.563	143.34	118.4675	141.4515	0.255816147	0.836606193	0.970943623	TUB2	tubulin beta chain 2
AT5G62700	5136	5398	6211	6100	126.554	126.36	136.632	137.366	126.457	136.999	0.115518463	0.377104503	0.838785565	TUB3	tubulin beta chain 3
AT5G62710	189	263	260	248	4.118	5.386	4.984	4.883	4.752	4.9335	0.054076673	0.517941703	0.919613286	AT5G62710	Leucine-rich repeat protein kinase family protein
AT5G62720	1634	2831	5641	6030	51.449	84.673	158.607	173.535	68.061	166.071	1.286899912	0.00000453	0.000194096	AT5G62720	Integral membrane HPP family protein
AT5G62730	24	21	56	37	0.534	0.444	1.126	0.752	0.489	0.939	0.941290693	0.217115605	0.661042316	AT5G62730	Major facilitator superfamily protein
AT5G62740	461	614	1001	1002	16.542	20.931	32.065	32.859	18.7365	32.462	0.792900407	0.002366298	0.031017283	HIR1	SPFH/Band 7/PHB domain-containing membrane-associated protein family
AT5G62750	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62750	uncharacterized protein
AT5G62760	189	212	257	319	3.868	4.042	4.463	5.768	3.955	5.1155	0.371197564	0.455655725	0.893144168	AT5G62760	P-loop containing nucleoside triphosphate hydrolases superfamily protein
AT5G62770	113	110	102	81	3.971	3.673	3.2	2.602	3.822	2.901	-0.397777483	0.062149288	0.325544717	AT5G62770	membrane-associated kinase regulator, putative (DUF1645)
AT5G62780	1	0	2	1	0.077	0	0.137	0.07	0.0385	0.1035	1.426700417	0.695801306	0.958433792	AT5G62780	Chaperone DnaJ-domain superfamily protein
AT5G62790	3181	3242	3420	3228	82.758	80.132	79.431	76.751	81.445	78.091	-0.060669846	0.037259204	0.233843056	DXR	1-deoxy-D-xylulose 5-phosphate reductoisomerase
AT5G62800	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62800	Protein with RING/U-box and TRAF-like domain
AT5G62810	1606	1669	2101	2203	40.17	39.661	46.914	50.359	39.9155	48.6365	0.28509033	0.703310915	0.958433792	PEX14	peroxin 14
AT5G62820	17	18	20	17	0.71	0.714	0.745	0.649	0.712	0.697	-0.030718585	0.715517935	0.958433792	AT5G62820	Uncharacterized protein family (UPF0497)
AT5G62830	0	0	1	0	0	0	0.044	0	0.001	0.022	4.459431619	0.825441365	0.966194613	AT5G62830	F-box associated ubiquitination effector family protein
AT5G62840	342	322	366	348	14.689	13.223	14.212	13.66	13.956	13.936	-0.002068974	0.26710442	0.729108613	AT5G62840	Phosphoglycerate mutase family protein
AT5G62850	6	17	6	7	0.22	0.593	0.197	0.235	0.4065	0.216	-0.91222404	0.284405981	0.750509312	AtVEX1	Nodulin MtN3 family protein
AT5G62860	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62860	F-box associated ubiquitination effector family protein
AT5G62865	177	222	347	253	8.458	10.078	14.802	11.048	9.268	12.925	0.479834331	0.34686391	0.811693745	AT5G62865	uncharacterized protein
AT5G62880	389	443	533	557	14.918	16.181	18.269	19.486	15.5495	18.8775	0.279799527	0.774197721	0.966194613	RAC10	RAC-like 10
AT5G62890	1643	1640	2256	2131	35.248	33.594	43.133	41.212	34.421	42.1725	0.293013536	0.602493367	0.949983778	AT5G62890	Xanthine/uracil permease family protein
AT5G62900	81	151	420	393	3.986	7.059	18.449	17.673	5.5225	18.061	1.709484355	0.00000146	0.0000746	AT5G62900	basic-leucine zipper transcription factor K
AT5G62910	259	409	526	442	8.502	12.78	15.439	13.228	10.641	14.3335	0.429757198	0.417269239	0.865935404	AT5G62910	RING/U-box superfamily protein
AT5G62920	17	28	124	29	0.567	0.863	3.63	0.864	0.715	2.247	1.651984978	0.049884999	0.283251542	ARR6	response regulator 6
AT5G62930	396	442	520	528	17.768	18.804	20.855	21.641	18.286	21.248	0.216587527	0.937840688	0.987264511	AT5G62930	SGNH hydrolase-type esterase superfamily protein
AT5G62940	69	46	86	91	2.006	1.271	2.232	2.418	1.6385	2.325	0.504855043	0.520422883	0.919904857	HCA2	Dof-type zinc finger DNA-binding family protein
AT5G62950	140	164	266	211	5.915	6.938	10.418	8.557	6.4265	9.4875	0.56199475	0.244840779	0.701298603	AT5G62950	RNA polymerase II, Rpb4, core protein
AT5G62960	37	27	39	52	1.001	0.691	0.942	1.286	0.846	1.114	0.397019664	0.764913128	0.966194613	AT5G62960	UDP-N-acetylglucosamine-N-acetylmuramyl-pyrophosphoryl-undecaprenol N-acetylglucosamine protein
AT5G62970	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62970	Protein with RNI-like/FBD-like domain
AT5G62980	143	134	274	265	10.347	9.212	17.7	17.524	9.7795	17.612	0.848726138	0.015463589	0.126161786	FOLB2	Dihydroneopterin aldolase
AT5G62990	63	85	252	212	1.667	2.137	5.953	5.127	1.902	5.54	1.54236873	0.0000168	0.000575584	emb1692	Ubiquitin carboxyl-terminal hydrolase family protein
AT5G62998	0	0	0	0	0	0	0	0	0.001	0.001	0	1	1	AT5G62998	uncharacterized protein
AT5G63000	184	258	307	246	9.451	12.59	14.077	11.548	11.0205	12.8125	0.217362324	0.976715799	0.995426877	AT5G63000	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
